province;red;green;blue;x;x
6249;136;162;238;Guba;x
6250;90;241;35;Shawira;x
6251;9;222;203;Chagni;x
6252;33;171;6;Dongoro;x
6253;143;166;108;Dembi Dolo;x
6254;59;62;47;Bedele;x
6255;7;150;61;Bonga;x
6256;254;102;29;Gecha;x
6257;111;4;137;Amhara Ranges;x
6258;236;189;240;Debre Zeyit;x
6259;227;18;93;Gelila;x
6260;248;112;234;Carcabat;x
6261;9;68;114;Nakfa;x
6262;84;237;182;Afabet;x
6263;18;204;32;Senbete;x
6264;97;39;249;Akesta;x
6265;128;63;125;Rema;x
6266;146;55;87;Debre Birhan;x
6267;129;20;125;Fiche;x
6268;120;131;106;Gewana;x
6269;202;81;43;Metehara;x
6270;9;125;240;Adama;x
6271;221;103;162;Bedesa;x
6272;56;5;165;Dire Dawa;x
6273;148;123;30;Yangudi Desert;x
6274;180;224;189;Awassa;x
6275;185;49;114;Bekoji;x
6276;127;134;35;Mersu Desert;x
6277;182;37;97;Hamero;x
6278;59;232;85;Raaso;x
6279;54;50;36;Jijiga;x
6280;188;20;34;Misrak Gashamo;x
6281;92;75;171;Wanagsan;x
6282;116;95;122;Mustahil;x
6283;78;150;138;Kelafo;x
6284;65;227;133;Bogol;x
6285;228;33;128;Dilla;x
6286;98;174;233;Finchawa;x
6287;36;245;160;Oborso;x
6288;172;104;119;Moyale;x
6289;159;119;159;Bitata;x
6290;181;234;133;Ganada;x
6291;21;241;45;Omorate;x
6292;151;21;225;Sodo;x
6293;18;36;186;Bulki;x
6294;77;250;153;Ambo;x
6295;90;50;42;Amuru;x
6296;220;138;187;Sahara Desert;x
6297;226;87;59;Sahara Desert;x
6298;96;97;23;Sahara Desert;x
6299;37;58;107;Tungar Noma;x
6300;116;15;75;Arabian Desert;x
6301;139;60;115;Jidhi;x
6302;12;128;71;Borama;x
6303;204;233;175;Burco;x
6304;132;105;32;Woqooyi Galbeed;x
6305;129;251;195;El Afweyn;x
6306;171;166;64;Hudun;x
6307;4;164;91;Haylan;x
6308;121;222;154;Ceelbuh;x
6309;97;203;93;Karin;x
6310;174;23;224;Caluula;x
6311;119;141;242;Xiriiro;x
6312;154;37;4;Bandarbeyla;x
6313;234;126;130;Eyl;x
6314;73;122;75;Xamur;x
6315;23;11;163;Banderadley;x
6316;113;37;3;Bajeelo;x
6317;118;62;219;Jowhaar;x
6318;165;84;251;Buur Hakaba;x
6319;168;168;29;Luuq;x
6320;153;31;250;Dinsoor;x
6321;235;53;56;Baraawe;x
6322;65;247;91;Rassini;x
6323;232;138;61;Saacow;x
6324;119;121;140;Masalani;x
6325;108;186;129;Kitui;x
6326;159;239;113;Kibwezi;x
6327;250;91;69;Kakya;x
6328;77;130;146;Thika;x
6329;70;191;132;Nyeri;x
6330;237;195;250;Machakos;x
6331;97;233;103;Magadi;x
6332;150;0;164;Nakuru;x
6333;73;108;197;Eldoret;x
6334;76;114;56;Bungoma;x
6335;177;34;254;Kitale;x
6336;252;106;191;Migori;x
6337;37;10;6;Mwatate;x
6338;151;161;153;Meru;x
6339;152;145;137;Habaswein;x
6340;253;83;183;Wajir;x
6341;155;37;15;Chalbi Desert;x
6342;233;140;106;Marsabit;x
6343;137;79;31;Merille;x
6344;173;135;112;Gatab;x
6345;199;205;245;North Horr;x
6346;103;47;39;Baragoi;x
6347;231;0;16;Kainuk;x
6348;168;254;130;Kakuma;x
6349;171;171;248;Lokichogio;x
6350;127;104;85;Lomekwi;x
6351;233;225;69;Maralal;x
6352;24;58;165;Tororo;x
6353;150;70;215;Mbale;x
6354;249;197;221;Soroti;x
6355;65;220;45;Lira;x
6356;252;18;118;Kitgum;x
6357;239;68;131;Kaabong;x
6358;106;56;220;Adjumani;x
6359;29;6;130;Arua;x
6360;33;12;243;Masindi;x
6361;32;90;163;Kigumba;x
6362;52;8;124;Kakoge;x
6363;120;88;190;Pallisa;x
6364;84;94;99;Masaka;x
6365;203;243;78;Mbarara;x
6366;112;76;166;Kabale;x
6367;13;124;189;Mubende;x
6368;46;0;17;Fort Portal;x
6369;226;16;147;Kibish;x
6370;154;29;76;Bandingilo Jungle;x
6371;208;139;1;Kapoeta;x
6372;35;118;174;Magwi;x
6373;52;223;8;Juba;x
6374;140;71;46;Lainya;x
6375;228;31;124;Mambe;x
6376;179;18;7;Mundri West;x
6377;117;96;238;Kaigo;x
6378;37;122;236;Kongor;x
6379;112;161;198;Waat;x
6380;136;234;115;Lafon;x
6381;29;33;72;Akobo;x
6382;108;34;39;Malakal;x
6383;132;125;225;Geigar;x
6384;27;138;213;Ghaat;x
6385;116;30;249;Nzara;x
6386;108;1;152;Naandi;x
6387;152;254;78;Tambura;x
6388;116;58;121;Wau;x
6389;237;158;249;Nagero;x
6390;174;121;246;Rumbek;x
6391;130;98;81;Tonj;x
6392;218;85;141;Yangiri;x
6393;152;26;96;Mabor;x
6394;109;22;32;Adok;x
6395;200;75;220;Bentiu;x
6396;199;187;171;Fashin;x
6397;218;190;188;Turalei;x
6398;128;140;173;Aweil;x
6399;219;96;142;Guju;x
6400;146;203;7;Raga;x
6401;159;57;117;Kareshi;x
6402;185;194;221;Obo;x
6403;14;246;205;Zemio;x
6404;210;14;26;Dobane;x
6405;92;95;150;Ouandja;x
6406;201;52;138;Yalinga;x
6407;13;113;14;Rafai Bandou;x
6408;6;200;150;Bria;x
6409;250;183;209;Bakouma;x
6410;238;50;203;Bangassou;x
6411;41;192;189;Alindao;x
6412;181;199;56;Bahamo;x
6413;51;226;35;Ouadda;x
6414;12;16;85;Ouanda Djalle;x
6415;144;73;139;Birao;x
6416;156;73;63;Gounda;x
6417;4;154;158;Pata;x
6418;234;80;132;Miamere;x
6419;187;43;228;Yambala;x
6420;159;97;82;Kabo;x
6421;186;50;167;Nana;x
6422;211;98;188;Grimari;x
6423;40;17;33;Karwa;x
6424;179;234;70;Bangui;x
6425;135;122;164;Mbaiki;x
6426;18;222;135;Bossembele;x
6427;7;205;195;Bouca;x
6428;194;56;234;Batangafo;x
6429;163;43;216;Bossangoa;x
6430;27;244;73;Paoua;x
6431;194;73;140;Bocaranga;x
6432;59;128;182;Bozoum;x
6433;164;186;66;Yaloke;x
6434;166;242;118;Carnot;x
6435;196;7;75;Batoko;x
6436;3;6;20;Nola;x
6437;74;108;127;Berberati;x
6438;85;222;178;Bouar;x
6439;221;90;104;Mokolo;x
6440;135;104;130;Tagawa;x
6441;144;75;132;Guider;x
6442;165;195;214;Garoua;x
6443;68;62;158;Wangai;x
6444;250;196;7;Vaimba;x
6445;127;5;197;Ngaoundere;x
6446;78;246;248;Tignere;x
6447;146;97;209;Djohong;x
6448;134;174;204;Panzama;x
6449;110;59;121;Mombal;x
6450;109;189;174;Tibati;x
6451;222;119;98;Kimi;x
6452;67;115;218;Kumbo;x
6453;89;27;238;Wum;x
6454;179;219;192;Foumban;x
6455;72;168;159;Bamenda;x
6456;200;191;117;Bafoussam;x
6457;238;154;7;Mamfe;x
6458;20;0;86;Kumba;x
6459;98;59;33;Nkongsamba;x
6460;3;61;146;Bafia;x
6461;236;27;9;Yaounde;x
6462;249;118;17;Ebolowa;x
6463;245;175;149;Kribi;x
6464;27;92;209;Edea;x
6465;172;229;136;Sangmelima;x
6466;66;56;184;Mbouma;x
6467;148;7;121;Yanga;x
6468;75;140;224;Ngoila;x
6469;208;65;137;Batouri;x
6470;232;94;56;Bertoua;x
6471;6;25;185;Mindourou;x
6472;222;69;235;Ndokayo;x
6473;166;19;162;Sangbe;x
6474;130;33;208;Boanda;x
6475;15;66;226;Nanga-Eboko;x
6476;63;131;111;Bata;x
6477;73;245;74;Bitika;x
6478;22;235;233;Anisoc;x
6479;32;5;200;Oyern;x
6480;153;9;242;Mitzic;x
6481;50;96;150;Achouka;x
6482;144;5;98;Adane;x
6483;28;53;23;Port-Gentil;x
6484;232;57;217;Minkebe Jungle;x
6485;119;224;61;Makokou;x
6486;126;61;184;Mekambo;x
6487;246;19;95;Omoana;x
6488;129;111;186;Akieni;x
6489;88;204;86;Moanda;x
6490;230;117;17;Koulamoutou;x
6491;27;31;235;Mayemba;x
6492;26;91;140;Inzamba;x
6493;175;95;159;Mimongo;x
6494;191;191;83;Ndende;x
6495;133;66;89;Gamba;x
6496;248;174;91;Iguela;x
6497;15;226;221;Guidouma;x
6498;205;55;50;Waka Jungle;x
6499;26;24;169;Ivindo Jungle;x
6500;196;34;145;Wonga Wonga Jungle;x
6501;59;42;197;Noubale-Ndoki Jungle;x
6502;131;128;121;Sembe;x
6503;119;50;114;Ketta;x
6504;236;117;58;Epena;x
6505;242;3;84;Liouesso;x
6506;120;149;221;Mbomo;x
6507;19;186;191;Ikelemba;x
6508;243;173;173;Likouala Jungle;x
6509;242;180;112;Odzala-Kokoua Jungle;x
6510;74;97;168;Etoumbi;x
6511;238;211;150;Leoia;x
6512;200;12;254;Oyo;x
6513;98;187;157;Okoyo;x
6514;213;199;28;Assene;x
6515;187;0;56;Gambona;x
6516;232;89;152;Moemba;x
6517;239;206;135;Lezou;x
6518;55;158;234;Bambama;x
6519;148;91;79;Mbinda;x
6520;33;124;97;Doussala;x
6521;147;98;18;Loubomo;x
6522;194;137;176;Mouyondzi;x
6523;149;164;204;Kinkala;x
6524;188;216;177;Cabinda;x
6525;10;222;158;Mbanza-Ngungu;x
6526;194;76;109;Kingoma;x
6527;37;203;115;Matadi;x
6528;128;185;67;Kikosi;x
6529;69;43;28;Bankana;x
6530;107;199;159;Masumuna;x
6531;141;173;96;Yala;x
6532;33;58;218;Kazamba;x
6533;106;40;239;Mayala;x
6534;44;93;152;Kahemba;x
6535;98;133;59;Kisandji;x
6536;130;130;61;Idiofa;x
6537;190;137;199;Ilebo;x
6538;134;181;150;Djuma;x
6539;27;174;115;Mbanzi;x
6540;24;241;215;Lake Mai;x
6541;134;103;178;Nioki;x
6542;232;45;77;Iteke;x
6543;180;149;20;Oshwe;x
6544;229;199;232;Gendo;x
6545;232;133;109;Boyeka;x
6546;10;96;80;Boende;x
6547;231;203;148;Yangu;x
6548;23;153;56;Mbandaka;x
6549;90;117;55;Losenge;x
6550;63;189;12;Bolanda;x
6551;86;93;239;Imese;x
6552;79;100;21;Mucari;x
6553;141;215;199;Libenge;x
6554;29;59;90;Gemena;x
6555;127;248;254;Bosobolo;x
6556;94;3;191;Businga;x
6557;94;126;196;Popolo;x
6558;104;187;25;Binga;x
6559;70;204;11;Mobeka;x
6560;73;121;129;Ngiri Jungle;x
6561;73;113;248;Mai Jungle;x
6562;36;81;121;Lisala;x
6563;85;176;163;Lowedi;x
6564;35;230;167;Lingomo;x
6565;100;60;86;Lomako Yokokala Jungle;x
6566;217;249;35;Yakoma;x
6567;142;161;228;Yandongi;x
6568;42;102;154;North Ubangi Jungle;x
6569;180;175;142;Monga;x
6570;11;20;241;Bondo;x
6571;204;90;80;AKeti;x
6572;145;139;140;North Ubangi Jungle;x
6573;241;202;126;Buta;x
6574;154;251;161;Dekula;x
6575;5;28;150;Pawa;x
6576;237;46;59;Doruma;x
6577;191;168;111;Gbeze;x
6578;233;58;107;Liongoda;x
6579;77;53;227;Dungu;x
6580;44;37;14;Faradje;x
6581;89;107;8;Watsa;x
6582;37;168;148;Isiro;x
6583;232;198;17;Mahagi;x
6584;56;137;46;Bunia;x
6585;186;40;84;Mambasa;x
6586;223;141;250;Ibambi;x
6587;144;238;143;Bomu Jungle;x
6588;62;243;99;Ituru Jungle;x
6589;14;2;131;Okapi Jungle;x
6590;72;110;87;Zambeke;x
6591;29;87;176;Bomili;x
6592;199;193;117;Bafwasende;x
6593;113;69;12;Kisangani;x
6594;195;64;201;Simba;x
6595;170;61;156;Yangambi;x
6596;75;90;252;Beni;x
6597;43;182;136;Butembo;x
6598;173;66;73;Goma;x
6599;165;134;107;Osokari;x
6600;109;126;92;Lubutu;x
6601;68;9;78;Ubundu;x
6602;174;131;149;Maringa-Lopori Jungle;x
6603;97;73;179;Okapi Jungle;x
6604;146;18;145;Maiko Jungle;x
6605;4;141;222;Kipakata;x
6606;155;42;60;Kindu;x
6607;219;142;53;Opala;x
6608;9;53;69;Yohu;x
6609;187;127;94;Nkone;x
6610;71;70;28;Lomela;x
6611;82;228;244;Musadi;x
6612;196;240;115;Karushe;x
6613;51;120;180;Salonga Jungle;x
6614;178;238;74;Etoka Jungle;x
6615;48;11;53;Lomami Jungle;x
6616;181;147;224;Kahuzi-Biega Jungle;x
6617;49;197;158;Uvira;x
6618;166;229;217;Lulimbe;x
6619;241;188;28;Kamituga;x
6620;99;64;240;Kongolo;x
6621;47;198;176;Nyunzu;x
6622;122;112;156;Kiambi;x
6623;135;89;15;Kabalo;x
6624;153;29;187;Lubao;x
6625;188;180;204;Lubefu;x
6626;106;44;52;Gwena;x
6627;149;94;2;Kitenge;x
6628;75;85;144;Kalombo;x
6629;16;126;235;Sampwe;x
6630;247;230;178;Lukafu;x
6631;67;233;242;Bwalia;x
6632;173;2;95;Kabunda;x
6633;127;10;20;Mumena;x
6634;121;168;137;Likasi;x
6635;170;226;230;Kabangwa;x
6636;84;32;86;Kaniama;x
6637;147;7;133;Gandajika;x
6638;66;100;85;Dilolo;x
6639;84;50;136;Tshimbalanga;x
6640;172;37;196;Samakwo;x
6641;78;129;136;Luiza;x
6642;51;228;76;Pishi;x
6643;208;253;144;Lusambo;x
6644;232;149;235;Mweka;x
6645;206;198;127;Tshikapa;x
6646;162;15;240;Moheto;x
6647;251;128;245;Gisuma;x
6648;75;57;196;Ruhengeri;x
6649;187;197;34;Nyagatare;x
6650;10;80;98;Bujumbura;x
6651;12;127;182;Muyinga;x
6652;67;135;0;Buseresere;x
6653;250;84;230;Kibondo;x
6654;46;155;229;Shinyanga;x
6655;156;212;178;Ushirombo;x
6656;67;48;38;Urambo;x
6657;250;173;5;Kazuramimba;x
6658;172;229;182;Tarime;x
6659;203;13;242;Seronera;x
6660;84;189;47;Karatu;x
6661;73;119;228;Somanda;x
6662;100;162;140;Usangi;x
6663;158;243;25;Naberera;x
6664;133;153;238;Kijungu;x
6665;109;63;217;Kondoa;x
6666;162;49;248;Dongobesh;x
6667;242;93;121;Pemba;x
6668;26;66;232;Mpwapwa;x
6669;72;138;57;Bagamoyo;x
6670;146;235;57;Izazi;x
6671;48;110;28;Mbuyuni;x
6672;166;162;130;Dakawa;x
6673;55;236;125;Mtwango;x
6674;200;101;203;Madunda;x
6675;143;48;191;Ikwiriri;x
6676;155;182;86;Liwale;x
6677;246;130;175;Masasi;x
6678;80;40;58;Ruawa;x
6679;204;47;82;Mahenge;x
6680;206;139;251;Kitanga;x
6681;147;22;51;Makonde Plateau;x
6682;220;144;238;Inyonga;x
6683;19;105;29;Sikonge;x
6684;200;141;168;Mpanda;x
6685;209;94;67;Kiranda;x
6686;155;239;68;Ilungu;x
6687;100;4;231;Dunda;x
6688;135;199;246;Bariadi;x
6689;33;56;248;Palma;x
6690;78;47;161;Pangane;x
6691;201;124;78;Miteda;x
6692;114;61;242;Mecula;x
6693;226;42;102;Mataca;x
6694;168;232;36;Maniamba;x
6695;220;147;86;Lalaua;x
6696;108;35;120;Gurue;x
6697;138;3;199;Enxame;x
6698;60;216;157;Angoche Island;x
6699;14;181;229;Pebane;x
6700;94;15;99;Milange;x
6701;81;30;248;Mague;x
6702;142;37;131;Chifunde;x
6703;214;202;172;Tambara;x
6704;55;44;167;Changara;x
6705;74;144;60;Vinduzi;x
6706;94;219;145;Chinde;x
6707;31;16;138;Chiloane;x
6708;196;115;24;Chitobe;x
6709;84;46;57;Chigubo;x
6710;156;158;131;Inhambane;x
6711;106;239;206;Mapai;x
6712;164;215;188;Xai-Xai;x
6713;113;22;73;Manhica;x
6714;232;171;52;Mayotte;x
6715;22;146;1;Chisenga;x
6716;109;168;127;Edingeni;x
6717;41;18;79;Kasungu;x
6718;216;193;233;Nkopola;x
6719;77;137;151;Zomba;x
6720;211;107;149;Blantyre;x
6721;182;116;173;Kawambwa;x
6722;31;138;231;Mporokoso;x
6723;165;108;229;Kasama;x
6724;54;147;105;Isoka;x
6725;133;146;148;Chinsali;x
6726;54;200;19;Matipa;x
6727;7;137;219;Katumba;x
6728;112;168;120;Chikwinda;x
6729;82;192;51;Chiabala;x
6730;14;43;91;Talabuku;x
6731;32;168;171;Kitwe;x
6732;246;149;33;Luanshya;x
6733;246;228;40;Shamputa;x
6734;83;187;36;Chipembele;x
6735;30;184;135;Manyama;x
6736;212;70;31;Nyundu;x
6737;242;31;62;Mumbwa;x
6738;194;53;230;Kaoma;x
6739;252;169;233;Mazabuka;x
6740;133;187;148;Choma;x
6741;144;161;89;Kalomo;x
6742;31;74;20;Namwala;x
6743;252;109;108;Katupisha;x
6744;229;249;25;Malabwe;x
6745;26;145;228;Machevu;x
6746;51;53;227;Chumbula;x
6747;134;119;142;Limulunga;x
6748;102;61;126;Zambezi;x
6749;168;33;174;Catacanha;x
6750;206;146;196;N'zeto;x
6751;28;195;177;Uige;x
6752;51;125;44;Macocola;x
6753;140;202;188;N'dalatando;x
6754;5;222;2;Porto Amboim;x
6755;183;14;43;Caboledo;x
6756;41;191;86;Ebo;x
6757;134;150;82;Sumbe;x
6758;28;143;135;Mussende;x
6759;54;141;217;Cambundi;x
6760;87;253;88;Carumbo;x
6761;249;49;204;Kayuma;x
6762;173;134;195;Capaia;x
6763;246;115;216;Cacolo;x
6764;4;135;242;Luacano;x
6765;118;119;130;Dala;x
6766;5;24;180;Lucusse;x
6767;74;149;244;Chicala;x
6768;154;238;114;Cuemba;x
6769;142;34;214;Quirima;x
6770;32;58;16;Chingando;x
6771;21;242;109;Cangamba;x
6772;244;229;91;Kuito;x
6773;203;113;77;Mutumbo;x
6774;185;243;32;Mavinga;x
6775;43;128;125;Menongue;x
6776;127;118;206;Huambo;x
6777;10;174;179;Ukuma;x
6778;149;20;238;Lobito;x
6779;218;171;29;Caluquembe;x
6780;228;56;142;Dumba;x
6781;91;186;19;Lucira;x
6782;30;92;29;Lubango;x
6783;209;1;136;Namibe;x
6784;8;234;32;Tombua;x
6785;170;143;40;Moimba;x
6786;226;168;128;Humbe;x
6787;42;155;90;Cambambi;x
6788;55;35;95;Ondjiva;x
6789;39;46;218;Cuchi;x
6790;151;79;212;Savate;x
6791;109;164;122;Jamba;x
6792;200;94;108;Kotwa;x
6793;177;111;164;Mvurwi;x
6794;142;76;16;Magunje;x
6795;31;149;11;Chinhoyi;x
6796;53;201;140;Mutare;x
6797;125;137;76;Chivhu;x
6798;20;141;95;Tshovani;x
6799;227;120;98;Runde;x
6800;232;5;37;Zvishavane;x
6801;124;32;11;Gweru;x
6802;154;210;92;Kwekwe;x
6803;240;81;87;Kadoma;x
6804;205;210;111;Sessami;x
6805;189;186;115;Lupane;x
6806;71;197;3;Hwange;x
6807;33;33;136;Pelendaba;x
6808;222;248;193;Kezi;x
6809;161;206;250;Pandamatenga;x
6810;66;158;153;Nata;x
6811;97;12;193;Sua Pan;x
6812;123;194;40;Motopi;x
6813;5;134;35;Xakanaxa;x
6814;230;237;250;Savuti;x
6815;33;168;234;Ikoga;x
6816;27;72;184;Nokaneg;x
6817;23;233;241;Sehithwa;x
6818;252;69;132;Rakops;x
6819;238;101;43;Francistown;x
6820;0;225;146;Letlhakane;x
6821;167;158;115;Serowe;x
6822;36;246;254;Phikwe;x
6823;94;230;117;Palapye;x
6824;178;132;202;Mahalapye;x
6825;106;145;131;Gaborone;x
6826;235;186;104;Sekoma;x
6827;39;129;142;Kalahari Desert;x
6828;24;26;139;Phuduhudu;x
6829;46;96;28;Makapong;x
6830;229;248;234;Hukuntsi;x
6831;226;192;73;Tshootsha;x
6832;251;28;4;Ghanzi;x
6833;121;90;248;Kalahari Desert;x
6834;103;204;186;Kgalagadi Desert;x
6835;179;110;118;Linyanti;x
6836;102;18;28;Divundu;x
6837;235;199;29;Rundu;x
6838;16;4;15;Tsumkwe;x
6839;140;145;120;Tsumeb;x
6840;77;127;219;Emanya;x
6841;69;132;66;Oshakati;x
6842;10;251;18;Etosha Pan;x
6843;182;176;113;Okaukuejo;x
6844;123;217;205;Opuwo;x
6845;96;79;246;Okongwati;x
6846;250;116;216;Omarumba;x
6847;13;29;150;Kamanjab;x
6848;203;112;233;Otjiwarongo;x
6849;48;101;50;Okombahe;x
6850;178;48;87;Okahandja;x
6851;92;109;198;Torra Bay;x
6852;123;124;31;Hentiesbaai;x
6853;200;32;158;Usakos;x
6854;55;90;194;Windhoek;x
6855;60;9;165;Cha-re;x
6856;0;215;5;Nomtsas;x
6857;120;146;189;Hoachanas;x
6858;47;51;187;Helmeringhausen;x
6859;109;68;146;Kolmanskop;x
6860;230;239;0;Kuibis;x
6861;176;208;117;Keetmanshoop;x
6862;14;160;233;Grootplaas;x
6863;22;217;34;Ariamsvlei;x
6864;97;104;119;Mariental;x
6865;12;228;75;Gobabis;x
6866;163;146;38;Aminuis;x
6867;212;223;233;Kunene Desert;x
6868;193;237;122;Kaukau Veld;x
6869;130;210;86;Kgalagadi Desert;x
6870;153;141;208;Namib Desert;x
6871;91;80;141;Bogogobo;x
6872;119;176;251;Port Nolloth;x
6873;98;58;203;Kleinsee;x
6874;113;28;123;Pofadder;x
6875;244;205;97;Kimberley;x
6876;114;135;112;Hopetown;x
6877;247;61;113;Putsonderwater;x
6878;73;169;85;Brandvlei;x
6879;230;201;202;Kliprand;x
6880;168;89;110;Hondeklip Bay;x
6881;185;123;218;Vredendal;x
6882;165;163;2;Citrusdal;x
6883;217;104;203;Vredenburg;x
6884;200;226;22;Stellenbosch;x
6885;129;37;172;Worcester;x
6886;199;41;61;Hermanus;x
6887;219;115;59;George;x
6888;37;90;31;Oudtshoorn;x
6889;146;233;145;Beaufort West;x
6890;172;52;149;Laingsburg;x
6891;27;101;72;Touws River;x
6892;104;150;53;Sutherland;x
6893;150;238;149;Fraserburg;x
6894;191;241;16;Loxton;x
6895;251;150;45;Vosburg;x
6896;23;104;129;Gariepdam;x
6897;196;83;101;Knysna;x
6898;142;52;218;Graaff-Reinet;x
6899;113;34;5;Willowmore;x
6900;211;142;163;Kareedouw;x
6901;167;241;4;Pearston;x
6902;102;159;171;Port Elizabeth;x
6903;250;89;124;Grahamstown;x
6904;179;110;188;East London;x
6905;109;152;40;Stutterheim;x
6906;107;123;117;Queenstown;x
6907;207;234;216;Morgan's Bay;x
6908;66;200;1;Cofimvaba;x
6909;95;51;14;Mgazi;x
6910;204;142;82;Margate;x
6911;14;208;154;Port Shepstone;x
6912;20;147;59;Umzimkulu;x
6913;249;54;98;Amanzimtoti;x
6914;52;241;82;Durban;x
6915;230;78;209;Smithfield;x
6916;30;199;65;Botshabelo;x
6917;235;68;51;Maseru;x
6918;161;68;73;Mafeteng;x
6919;208;159;109;Quthing;x
6920;124;117;39;Thaba-Tseka;x
6921;31;26;48;Rafolatsane;x
6922;27;108;243;Estcourt;x
6923;139;123;222;Ladysmith;x
6924;93;87;150;Harrismith;x
6925;98;96;203;Bethlehem;x
6926;124;162;72;Mtunzini;x
6927;19;114;66;Richard's Bay;x
6928;120;200;102;Mkuze;x
6929;27;179;4;Vryheid;x
6930;72;249;253;Dundee;x
6931;61;197;194;Newcastle;x
6932;143;193;215;Piet Retief;x
6933;54;213;94;Ermelo;x
6934;39;25;71;Barberton;x
6935;236;163;213;Nelspruit;x
6936;167;206;65;Bethal;x
6937;85;52;153;Emalahleni;x
6938;3;180;136;Emgwenya;x
6939;220;130;249;Pretoria;x
6940;53;136;157;Johannesburg;x
6941;201;250;129;Standerton;x
6942;229;135;173;Vereeniging;x
6943;34;89;32;Parys;x
6944;243;237;234;Vanderbijlpark;x
6945;58;12;106;Kroonstad;x
6946;181;247;59;Winburg;x
6947;125;107;159;Welkom;x
6948;167;226;91;Potchefstroom;x
6949;247;16;219;Klerksdorp;x
6950;130;168;69;Rustenburg;x
6951;52;100;131;Lichtenburg;x
6952;83;166;174;Zeerust;x
6953;114;92;195;Vryburg;x
6954;49;167;143;Bloemhof;x
6955;154;83;153;Karuman;x
6956;221;73;136;Hotazel;x
6957;180;27;15;Morokweng;x
6958;85;4;232;Soweto;x
6959;39;135;162;Thabazimbi;x
6960;204;224;82;Swartwater;x
6961;15;195;130;Mokopane;x
6962;230;124;201;Polokwane;x
6963;222;173;133;Louis Trichardt;x
6964;61;178;214;Thohoyandou;x
6965;203;232;19;Tzaneen;x
6966;209;100;31;Phalaborwa;x
6967;234;16;79;Antisiranana;x
6968;106;251;131;Andapa;x
6969;168;251;75;Antalaha;x
6970;113;201;90;Ambanja;x
6971;19;64;181;Toamasina;x
6972;21;93;249;Antsohihy;x
6973;123;77;213;Morafeno;x
6974;164;35;249;Madirovalo;x
6975;39;96;157;Amparafaravola;x
6976;0;105;88;Saka;x
6977;197;26;92;Morondava;x
6978;237;185;162;Antsirabe;x
6979;93;58;92;Mandabe;x
6980;20;68;81;Mahanoro;x
6981;235;104;250;Matanga;x
6982;71;78;66;Ekerem;x
6983;197;104;133;Balkanabat;x
6984;188;196;123;Gyzylgaya;x
6985;96;167;144;Koneurgench;x
6986;151;236;99;Gazadzhak;x
6987;126;137;88;Bayramaly;x
6988;211;128;169;Tejen;x
6989;108;118;201;Sandykachi;x
6990;73;64;206;Garabekewul;x
6991;166;15;66;Karamun Desert;x
6992;9;238;94;Karamun Desert;x
6993;12;147;244;Karamun Desert;x
6994;220;214;242;Vatnajokull;x
6995;135;235;110;Hafnarfjordur;x
6996;105;30;24;Hella;x
6997;171;133;213;Kalfafell;x
6998;142;10;74;Djupivogur;x
6999;133;75;81;Buthardalur;x
7000;226;228;63;Sudavik;x
7001;120;14;147;Coleraine;x
7002;193;197;202;Belfast;x
7003;139;247;70;Bangor;x
7004;148;78;143;Armagh;x
7005;0;147;81;Newry;x
7006;115;72;64;Londonderry;x
7007;82;66;129;Omagh;x
7008;168;84;25;Enniskillen;x
7009;151;61;121;Dundalk;x
7010;171;172;68;Drogheda;x
7011;58;138;133;Arklow;x
7012;15;150;121;Carlow;x
7013;223;159;81;Waterford;x
7014;174;75;41;Dungarvan;x
7015;83;23;252;Clonmel;x
7016;205;115;244;Mallow;x
7017;191;15;160;Portlaoise;x
7018;163;70;158;Thurles;x
7019;5;141;112;Bantry;x
7020;99;234;168;Tralee;x
7021;76;41;221;Ennis;x
7022;151;17;192;Ballinasloe;x
7023;107;91;27;Athlone;x
7024;219;212;18;Mullingar;x
7025;183;25;195;Cavan;x
7026;194;254;173;Clifden;x
7027;223;0;28;Castlebar;x
7028;142;33;221;Roscommon;x
7029;119;201;119;Carrick-on-Shannon;x
7030;246;87;164;Letterkenny;x
7031;27;170;200;Lough Mask;x
7032;19;184;159;Lough Conn;x
7033;174;195;233;Lough Erne;x
7034;49;151;150;Lough Ree;x
7035;158;189;252;Lough Derg;x
7036;19;254;226;Firth of Clyde;x
7037;44;179;254;Bristol Channel;x
7038;40;227;199;South Celtic Sea;x
7039;31;216;209;French Channel Coast;x
7040;95;236;254;Cotentin Peninsula;x
7041;115;188;223;Thames Estuary;x
7042;102;188;246;Mid North Sea;x
7043;20;219;243;Lough Neagh;x
7044;199;154;245;Tintagel;x
7045;89;247;92;Barnstaple;x
7046;191;64;197;Exmouth;x
7047;218;252;180;Taunton;x
7048;9;229;162;Bournemouth;x
7049;83;134;153;Ryde;x
7050;88;118;90;Portsmouth;x
7051;103;141;179;Brighthelmstone;x
7052;193;224;110;Dover;x
7053;96;74;74;Reading;x
7054;13;35;90;Colchester;x
7055;97;123;82;Ipswich;x
7056;225;6;223;Lowestoft;x
7057;153;133;167;Boston;x
7058;245;84;230;Peterborough;x
7059;212;157;12;Luton;x
7060;61;152;86;Bedford;x
7061;177;16;201;Northhampton;x
7062;55;92;246;Swindon;x
7063;84;200;2;Gloucester;x
7064;232;201;81;Birmingham;x
7065;24;126;39;Nottingham;x
